playerID,season,games,timeOnIce,points,goals,assists,shots 
8475287,20132014,46,466:44,15,6,9,56
8475287,20142015,72,874:50,14,7,7,92
8475287,20152016,76,967:16,34,14,20,99
8475287,20162017,72,994:33,26,15,11,134
8475287,20172018,76,1320:24,55,29,26,175
8475287,20182019,15,248:49,7,2,5,26
8473533,20062007,81,1210:16,42,29,13,131
8473533,20072008,82,1498:22,28,12,16,183
8473533,20082009,82,1627:24,49,22,27,166
8473533,20092010,82,1590:07,49,21,28,195
8473533,20102011,42,896:50,30,11,19,91
8473533,20112012,62,1243:26,50,25,25,149
8473533,20122013,48,965:03,31,10,21,114
8473533,20132014,82,1553:53,40,15,25,165
8473533,20142015,46,853:24,24,6,18,92
8473533,20152016,82,1500:39,48,20,28,151
8473533,20162017,75,1399:37,45,16,29,164
8473533,20172018,79,1520:49,46,19,27,160
8473533,20182019,50,914:14,28,11,17,121
8475753,20112012,66,1507:43,22,8,14,101
8475753,20122013,38,912:18,15,5,10,76
8475753,20132014,76,1779:17,32,5,27,152
8475753,20142015,82,2002:56,49,15,34,238
8475753,20152016,64,1538:51,37,16,21,184
8475753,20162017,75,1735:33,37,17,20,225
8475753,20172018,76,1692:21,31,8,23,211
8475753,20182019,82,1838:45,35,11,24,217
8475799,20102011,9,122:20,2,1,1,12
8475799,20112012,55,556:21,1,1,0,74
8475799,20132014,81,1141:41,36,14,22,143
8475799,20142015,80,1163:37,37,24,13,149
8475799,20152016,82,1274:34,43,20,23,159
8475799,20162017,82,1235:53,57,25,32,186
8475799,20172018,63,945:05,32,18,14,133
8475799,20182019,46,672:02,23,9,14,81
8475799,20182019,36,658:26,30,14,16,103
8476207,20132014,41,489:44,17,5,12,29
8476207,20142015,25,345:35,5,0,5,21
8476207,20172018,59,851:24,26,12,14,72
8476207,20182019,44,454:34,5,2,3,29
8476207,20182019,20,244:11,14,6,8,21
8476462,20122013,42,719:23,16,5,11,83
8476462,20132014,64,1222:35,25,7,18,114
8476462,20142015,72,1536:11,42,10,32,188
8476462,20152016,82,1620:57,43,12,31,190
8476462,20162017,81,1594:25,50,13,37,222
8476462,20172018,82,1765:32,44,17,27,270
8476462,20182019,82,1613:09,39,18,21,259
8476882,20132014,3,42:17,0,0,0,4
8476882,20142015,34,434:40,9,4,5,66
8476882,20152016,78,1196:54,35,13,22,136
8476882,20162017,81,1315:27,42,15,27,169
8476882,20172018,82,1384:45,64,23,41,185
8476882,20182019,82,1469:13,76,21,55,167
8476921,20142015,8,93:35,1,0,1,8
8476921,20152016,81,1230:27,24,9,15,109
8476921,20162017,77,1207:18,25,11,14,109
8476921,20172018,81,1134:50,15,6,9,112
8476921,20182019,82,1187:50,25,15,10,146
8476934,20152016,21,234:52,4,3,1,25
8476934,20162017,57,683:51,16,7,9,74
8476934,20172018,80,1159:44,30,16,14,159
8476934,20182019,82,1173:23,26,10,16,123
8476958,20152016,63,1322:11,20,2,18,84
8476958,20162017,82,1921:56,34,5,29,99
8476958,20172018,82,1852:12,30,8,22,154
8476958,20182019,82,1889:06,31,8,23,146
8477357,20182019,34,320:39,8,4,4,36
8477488,20152016,69,1295:00,16,4,12,85
8477488,20162017,82,1738:45,20,2,18,109
8477488,20172018,65,1358:46,19,3,16,88
8477488,20182019,73,1495:51,29,7,22,98
8477845,20142015,18,243:39,1,0,1,21
8477845,20152016,82,1638:40,14,3,11,85
8477845,20162017,58,1067:42,16,5,11,73
8477845,20172018,79,1346:58,16,3,13,111
8477845,20182019,78,1174:34,14,3,11,102
8477998,20172018,2,23:51,3,2,1,6
8477998,20182019,77,962:01,15,10,5,106
8478027,20162017,8,86:56,2,0,2,11
8478027,20172018,11,104:26,1,1,0,16
8478027,20182019,81,1198:09,28,10,18,131
8478055,20162017,38,563:07,5,2,3,48
8478055,20172018,41,785:24,13,3,10,82
8478055,20182019,43,734:35,9,3,6,57
8480830,20182019,82,1201:02,37,20,17,189
8477346,20162017,3,52:20,0,0,0,3
8477346,20172018,60,874:20,8,2,6,58
8477346,20182019,64,1085:51,15,4,11,79
8477963,20182019,42,396:06,12,7,5,35
8478211,20172018,11,116:11,1,0,1,12
8478211,20182019,31,342:56,10,3,7,53
8471735,20062007,7,141:13,2,0,2,10
8471735,20072008,43,605:09,12,5,7,72
8471735,20082009,69,1146:39,30,4,26,118
8471735,20092010,82,1658:48,41,12,29,145
8471735,20102011,82,1999:04,59,11,48,199
8471735,20112012,82,1831:43,43,11,32,196
8471735,20122013,48,1067:52,30,10,20,130
8471735,20132014,82,1979:59,53,8,45,241
8471735,20142015,63,1506:14,41,4,37,185
8471735,20142015,21,418:28,11,2,9,47
8471735,20152016,82,1636:53,47,5,42,160
8471735,20162017,82,1807:16,41,5,36,178
8471735,20172018,82,2008:06,56,8,48,179
8471735,20182019,82,1840:22,62,9,53,199
8471873,20072008,50,640:35,9,3,6,40
8471873,20082009,38,591:35,13,1,12,43
8471873,20092010,73,1495:43,34,6,28,121
8471873,20102011,51,1006:27,18,1,17,80
8471873,20112012,53,906:16,18,2,16,55
8471873,20122013,48,866:18,7,4,3,66
8471873,20132014,81,1572:17,13,1,12,104
8471873,20142015,82,1799:35,39,9,30,138
8471873,20152016,73,1611:40,34,9,25,127
8471873,20162017,73,1671:44,22,5,17,130
8471873,20172018,80,1718:57,18,4,14,131
8471873,20182019,47,964:35,17,2,15,57
8474098,20102011,1,05:09,0,0,0,0
8474098,20122013,1,04:51,1,0,1,0
8474098,20132014,26,386:53,12,8,4,69
8474098,20142015,71,902:52,26,9,17,113
8474098,20152016,71,900:07,23,11,12,125
8474098,20162017,80,1170:41,24,9,15,172
8474098,20172018,76,1021:24,24,11,13,141
8474098,20182019,59,725:25,15,5,10,116
8474149,20092010,4,52:54,0,0,0,4
8474149,20102011,36,513:09,17,8,9,60
8474149,20112012,15,150:44,3,2,1,21
8474149,20172018,74,1383:43,65,28,37,188
8474149,20182019,82,1506:26,70,28,42,195
8474884,20112012,1,09:01,0,0,0,0
8474884,20122013,3,36:57,0,0,0,6
8474884,20132014,25,329:38,6,3,3,61
8474884,20142015,79,1149:46,48,27,21,199
8474884,20152016,78,1368:22,59,29,30,242
8474884,20162017,74,1301:53,61,26,35,224
8474884,20172018,82,1509:22,56,22,34,257
8474884,20182019,82,1462:42,70,36,34,253
8475792,20112012,68,780:03,15,4,11,94
8475792,20122013,5,51:22,1,1,0,10
8475792,20132014,11,132:12,1,1,0,12
8475792,20142015,50,596:36,15,12,3,74
8475792,20142015,5,71:49,2,0,2,9
8475792,20152016,71,920:14,25,9,16,95
8475792,20162017,66,705:31,23,15,8,81
8475792,20172018,70,840:12,27,15,12,67
8475792,20182019,81,1079:44,46,22,24,139
8475796,20122013,19,309:17,5,1,4,21
8475796,20132014,44,863:22,7,1,6,51
8475796,20142015,7,127:15,3,2,1,4
8475796,20152016,55,874:40,11,1,10,44
8475796,20162017,82,1521:59,17,4,13,86
8475796,20172018,82,1538:25,16,3,13,106
8475796,20182019,70,1278:50,11,1,10,64
8476389,20132014,20,377:44,8,5,3,38
8476389,20142015,50,700:16,22,7,15,89
8476389,20152016,76,1350:32,53,25,28,174
8476389,20162017,82,1707:53,54,23,31,230
8476389,20172018,82,1751:52,75,31,44,287
8476389,20182019,55,1081:16,34,10,24,158
8476456,20122013,48,812:31,31,14,17,112
8476456,20132014,69,1080:53,28,9,19,108
8476456,20142015,79,1323:05,54,15,39,169
8476456,20152016,76,1378:55,59,20,39,174
8476456,20162017,31,555:30,26,10,16,86
8476456,20172018,82,1574:55,69,27,42,204
8476456,20182019,82,1545:59,92,30,62,226
8476875,20152016,3,52:36,0,0,0,4
8476875,20162017,81,1705:17,17,7,10,179
8476875,20172018,81,1728:19,27,10,17,167
8476875,20182019,75,1673:51,27,8,19,129
8477384,20182019,37,492:07,2,1,1,28
8477452,20162017,3,39:46,1,0,1,0
8477452,20172018,38,572:53,4,3,1,26
8477452,20182019,19,253:04,2,1,1,15
8477493,20132014,54,923:13,24,8,16,87
8477493,20142015,71,1242:25,36,16,20,123
8477493,20152016,66,1282:23,59,28,31,171
8477493,20162017,61,1183:30,52,21,31,142
8477493,20172018,79,1743:32,78,27,51,256
8477493,20182019,82,1833:01,96,35,61,206
8477932,20142015,81,1766:37,39,12,27,170
8477932,20152016,78,1690:49,36,15,21,182
8477932,20162017,68,1459:17,21,10,11,225
8477932,20172018,82,1917:54,38,16,22,189
8477932,20182019,82,1938:49,37,13,24,180
8478366,20152016,39,463:20,11,8,3,99
8478366,20162017,44,593:01,18,10,8,116
8478366,20172018,25,236:37,2,2,0,42
8478366,20172018,16,207:47,8,5,3,30
8478366,20182019,81,1187:39,39,24,15,208
8478569,20152016,19,187:57,1,0,1,18
8478569,20162017,29,300:47,5,2,3,24
8478569,20172018,60,774:47,11,10,1,66
8478569,20182019,72,934:59,14,6,8,99
8478843,20162017,47,528:12,10,6,4,67
8478843,20172018,51,706:30,22,11,11,79
8478843,20182019,50,644:28,16,7,9,66
8479404,20172018,4,50:38,1,1,0,6
8479404,20182019,50,600:09,18,8,10,54
8481442,20182019,1,12:40,0,0,0,1
8476975,20132014,2,29:05,1,0,1,1
8476975,20142015,64,871:05,19,12,7,91
8476975,20152016,56,713:24,11,6,5,50
8476975,20162017,58,668:22,10,4,6,68
8476975,20172018,56,571:19,9,5,4,64
8476975,20182019,80,960:16,17,13,4,87
8470601,20052006,9,69:29,1,0,1,4
8470601,20062007,29,338:59,4,0,4,21
8470601,20062007,20,419:28,7,3,4,33
8470601,20072008,78,1656:18,36,9,27,113
8470601,20082009,80,1969:57,28,7,21,130
8470601,20092010,81,1712:02,19,5,14,122
8470601,20102011,82,1727:40,16,2,14,114
8470601,20112012,81,1785:32,24,4,20,113
8470601,20122013,33,746:20,5,1,4,38
8470601,20132014,82,1840:23,17,5,12,122
8470601,20142015,39,789:18,9,1,8,45
8470601,20142015,4,68:06,2,0,2,1
8470601,20152016,80,1340:11,10,1,9,92
8470601,20162017,80,1338:55,12,5,7,102
8470601,20172018,72,1153:43,15,1,14,73
8470601,20182019,74,1192:09,23,4,19,113
8471339,20062007,14,147:13,6,4,2,40
8471339,20072008,52,643:29,13,8,5,92
8471339,20082009,81,1382:13,40,22,18,237
8471339,20092010,77,1494:10,37,19,18,204
8471339,20102011,60,1194:01,48,23,25,179
8471339,20112012,76,1598:49,54,29,25,235
8471339,20122013,45,967:54,31,16,15,144
8471339,20132014,45,807:41,25,11,14,109
8471339,20132014,20,404:28,11,6,5,54
8471339,20142015,77,1365:37,54,24,30,191
8471339,20152016,73,1258:22,28,10,18,156
8471339,20162017,18,254:34,4,2,2,22
8471339,20172018,67,892:31,18,5,13,104
8471339,20182019,52,579:14,17,7,10,76
8473986,20122013,38,639:07,19,7,12,82
8473986,20132014,82,1375:52,41,17,24,173
8473986,20142015,71,1201:45,38,15,23,130
8473986,20152016,81,1360:25,40,14,26,154
8473986,20162017,81,1458:14,36,19,17,176
8473986,20172018,82,1352:50,47,15,32,156
8473986,20182019,82,1219:42,40,18,22,153
8474151,20102011,40,749:35,9,1,8,27
8474151,20112012,82,2028:41,32,7,25,123
8474151,20122013,47,1144:50,19,4,15,83
8474151,20132014,77,1910:53,43,14,29,177
8474151,20142015,71,1642:25,33,8,25,148
8474151,20152016,73,1631:43,34,9,25,113
8474151,20162017,77,1875:30,42,6,36,153
8474151,20172018,49,1171:45,26,2,24,77
8474151,20172018,14,297:54,3,2,1,22
8474151,20182019,82,1811:14,46,9,37,128
8474564,20082009,79,1179:51,46,23,23,181
8474564,20092010,82,1685:14,95,51,44,297
8474564,20102011,82,1655:56,91,45,46,272
8474564,20112012,82,1805:40,97,60,37,303
8474564,20122013,48,1057:06,57,29,28,157
8474564,20132014,37,749:13,40,25,15,124
8474564,20142015,82,1588:09,72,43,29,268
8474564,20152016,77,1521:06,64,36,28,216
8474564,20162017,17,303:54,20,9,11,58
8474564,20172018,78,1464:24,86,27,59,212
8474564,20182019,82,1500:37,98,45,53,234
8474568,20082009,70,1507:23,14,2,12,102
8474568,20092010,79,1333:18,17,5,12,101
8474568,20102011,82,1834:17,22,5,17,128
8474568,20112012,79,1266:47,22,2,20,81
8474568,20122013,47,1027:33,11,3,8,81
8474568,20132014,79,1306:37,12,4,8,78
8474568,20142015,58,1048:03,14,3,11,67
8474568,20152016,29,510:07,5,2,3,19
8474568,20152016,43,755:01,11,2,9,57
8474568,20162017,78,1407:49,8,1,7,94
8474568,20172018,64,1048:36,7,1,6,59
8474568,20182019,8,95:51,0,0,0,7
8474568,20182019,18,265:41,2,0,2,23
8474722,20142015,16,242:59,0,0,0,10
8474722,20152016,4,28:31,0,0,0,1
8474722,20162017,34,335:36,4,0,4,24
8474722,20172018,31,213:29,4,1,3,16
8474722,20182019,34,326:19,2,0,2,14
8474870,20122013,14,183:02,6,3,3,11
8474870,20132014,82,1540:20,50,24,26,181
8474870,20142015,77,1327:21,72,29,43,203
8474870,20152016,69,1182:37,38,14,24,167
8474870,20162017,66,1242:14,45,19,26,130
8474870,20172018,81,1376:20,50,21,29,186
8474870,20182019,80,1275:52,47,29,18,163
8475167,20092010,74,1542:46,20,4,16,90
8475167,20102011,79,1659:42,26,3,23,101
8475167,20112012,61,1409:04,23,5,18,82
8475167,20122013,44,997:01,20,4,16,76
8475167,20132014,75,1682:49,55,13,42,170
8475167,20142015,59,1338:21,38,10,28,115
8475167,20152016,78,1799:10,47,10,37,180
8475167,20162017,79,1936:15,72,16,56,166
8475167,20172018,77,1990:30,63,17,46,216
8475167,20182019,70,1593:56,54,12,42,182
8476292,20122013,14,164:16,4,2,2,16
8476292,20132014,81,1460:48,59,23,36,165
8476292,20142015,75,1307:21,63,16,47,139
8476292,20152016,62,1110:59,40,16,24,117
8476292,20162017,75,1433:48,52,17,35,162
8476292,20172018,56,951:47,35,11,24,109
8476292,20182019,64,952:48,34,8,26,100
8476453,20132014,52,681:59,18,9,9,102
8476453,20142015,82,1225:59,65,29,36,191
8476453,20152016,77,1402:21,66,30,36,209
8476453,20162017,74,1438:40,85,40,45,246
8476453,20172018,80,1585:43,100,39,61,279
8476453,20182019,82,1637:10,128,41,87,246
8476826,20152016,2,14:38,1,0,1,0
8476826,20162017,20,307:21,8,6,2,30
8476826,20172018,82,1324:57,64,25,39,136
8476826,20182019,80,1267:04,48,22,26,130
8477454,20162017,26,306:59,3,3,0,40
8477454,20172018,23,232:44,4,3,1,29
8477454,20182019,65,685:38,20,7,13,70
8478010,20162017,68,1164:58,40,18,22,122
8478010,20172018,82,1608:49,66,32,34,217
8478010,20182019,79,1494:36,92,41,51,191
8478365,20172018,4,40:52,0,0,0,6
8478365,20182019,9,91:36,2,0,2,16
8478416,20182019,58,1116:33,16,5,11,107
8478472,20182019,70,795:06,26,13,13,95
8478519,20172018,18,238:10,11,5,6,26
8478519,20182019,82,1217:27,39,19,20,123
8479410,20162017,4,48:30,0,0,0,2
8479410,20172018,79,1213:28,40,9,31,141
8479410,20182019,75,1344:15,32,6,26,128
8480172,20172018,57,1097:30,20,6,14,71
8480172,20182019,23,374:48,6,2,4,22
8480172,20182019,14,202:07,2,0,2,20
8476905,20152016,9,70:43,0,0,0,2
8476905,20162017,4,35:31,0,0,0,3
8476905,20172018,67,795:13,18,6,12,36
8476905,20182019,64,775:27,11,5,6,36
8477043,20172018,63,884:10,14,3,11,60
8477043,20182019,45,610:43,10,1,9,33
8471214,20052006,81,1751:22,106,52,54,425
8471214,20062007,82,1753:50,92,46,46,392
8471214,20072008,82,1894:19,112,65,47,446
8471214,20082009,79,1817:22,110,56,54,528
8471214,20092010,72,1569:25,109,50,59,368
8471214,20102011,79,1687:55,85,32,53,367
8471214,20112012,78,1544:25,65,38,27,303
8471214,20122013,48,1002:27,56,32,24,220
8471214,20132014,78,1602:32,79,51,28,386
8471214,20142015,81,1646:24,81,53,28,395
8471214,20152016,79,1604:22,71,50,21,398
8471214,20162017,82,1506:01,69,33,36,313
8471214,20172018,82,1651:50,87,49,38,355
8471214,20182019,81,1694:37,89,51,38,338
8471698,20082009,57,945:10,39,14,25,101
8471698,20092010,76,1392:13,48,18,30,158
8471698,20102011,49,940:15,34,12,22,103
8471698,20112012,80,1562:21,54,19,35,188
8471698,20122013,30,572:48,20,7,13,65
8471698,20132014,79,1499:45,60,21,39,152
8471698,20142015,72,1356:02,55,19,36,162
8471698,20152016,80,1517:04,51,26,25,185
8471698,20162017,68,1214:08,56,33,23,143
8471698,20172018,74,1362:27,47,18,29,127
8471698,20182019,69,1284:10,54,25,29,143
8473563,20072008,82,1557:25,69,14,55,153
8473563,20082009,82,1635:23,88,22,66,174
8473563,20092010,82,1676:35,101,33,68,222
8473563,20102011,77,1586:00,65,18,47,202
8473563,20112012,42,804:54,44,14,30,95
8473563,20122013,48,955:14,48,8,40,82
8473563,20132014,82,1623:46,79,18,61,196
8473563,20142015,82,1683:28,78,18,60,153
8473563,20152016,75,1438:38,70,20,50,129
8473563,20162017,82,1497:19,86,23,63,162
8473563,20172018,81,1592:30,71,21,50,165
8473563,20182019,80,1596:13,74,22,52,169
8474176,20112012,64,962:58,38,14,24,131
8474176,20122013,48,830:33,24,10,14,132
8474176,20132014,72,1118:09,33,17,16,144
8474176,20142015,82,1249:01,35,17,18,185
8474176,20152016,43,645:06,12,4,8,82
8474176,20152016,37,611:27,27,10,17,96
8474176,20162017,61,944:53,22,6,16,128
8474176,20172018,81,1291:18,31,10,21,169
8474176,20182019,16,247:07,3,1,2,28
8474176,20182019,22,308:40,5,1,4,36
8474176,20182019,20,298:31,11,3,8,35
8474189,20092010,7,75:44,2,2,0,8
8474189,20102011,77,857:32,17,7,10,79
8474189,20112012,79,1209:35,28,16,12,129
8474189,20122013,46,682:10,30,8,22,84
8474189,20132014,77,1229:02,26,12,14,137
8474189,20142015,77,1193:27,27,15,12,150
8474189,20152016,79,1205:19,26,13,13,149
8474189,20162017,81,1125:58,25,12,13,115
8474189,20172018,81,1239:21,38,18,20,161
8474189,20182019,81,1339:17,36,13,23,163
8474590,20092010,22,335:25,6,1,5,21
8474590,20102011,82,1856:46,37,7,30,144
8474590,20112012,82,1792:23,32,9,23,152
8474590,20122013,48,1105:00,22,6,16,97
8474590,20132014,82,2010:08,37,10,27,208
8474590,20142015,82,1891:58,55,12,43,193
8474590,20152016,56,1327:17,39,8,31,124
8474590,20162017,72,1635:06,37,9,28,180
8474590,20172018,82,2032:06,68,15,53,237
8474590,20182019,80,2005:11,70,13,57,185
8475200,20112012,60,1012:29,19,3,16,51
8475200,20122013,5,74:43,1,0,1,1
8475200,20132014,54,1058:17,11,3,8,59
8475200,20152016,82,1314:10,29,8,21,90
8475200,20162017,82,1601:47,33,6,27,125
8475200,20172018,82,1896:34,31,10,21,125
8475200,20182019,82,1774:11,29,3,26,101
8475209,20122013,25,283:13,9,5,4,34
8475209,20132014,50,634:37,13,3,10,56
8475209,20142015,76,885:00,17,11,6,87
8475209,20152016,30,325:01,8,6,2,39
8475209,20162017,82,1208:10,44,22,22,155
8475209,20172018,37,529:22,16,6,10,70
8475209,20172018,35,564:50,19,8,11,66
8475209,20182019,75,1245:38,33,14,19,140
8475324,20162017,49,870:02,13,4,9,59
8475324,20172018,81,1316:42,15,0,15,107
8475324,20182019,60,1248:15,15,2,13,66
8475324,20182019,20,339:55,5,0,5,28
8475343,20152016,5,52:53,0,0,0,3
8475343,20162017,70,871:54,22,6,16,78
8475343,20172018,16,127:18,1,0,1,11
8475343,20172018,40,462:43,3,3,0,40
8475343,20182019,64,658:44,22,8,14,47
8475462,20122013,22,373:50,5,2,3,31
8475462,20132014,73,1396:16,22,3,19,114
8475462,20142015,31,527:00,5,2,3,63
8475462,20152016,76,1508:07,14,5,9,150
8475462,20162017,67,1292:35,23,6,17,113
8475462,20172018,70,1197:06,16,2,14,142
8475462,20182019,77,1376:24,20,4,16,136
8475744,20132014,17,229:03,9,3,6,22
8475744,20142015,80,1066:29,37,11,26,127
8475744,20152016,82,1428:03,77,20,57,193
8475744,20162017,82,1390:10,59,19,40,170
8475744,20172018,79,1486:08,83,27,56,187
8475744,20182019,76,1428:06,72,21,51,193
8476329,20172018,8,70:36,1,0,1,2
8476329,20182019,53,520:54,20,5,15,35
8476880,20132014,82,650:57,10,3,7,63
8476880,20142015,67,732:46,17,4,13,79
8476880,20152016,82,1058:51,23,7,16,99
8476880,20162017,82,1059:52,19,7,12,95
8476880,20172018,78,1247:08,35,14,21,123
8476880,20182019,63,1142:59,40,22,18,130
8476894,20152016,6,85:26,3,1,2,11
8476894,20172018,44,524:57,13,2,11,68
8476894,20172018,14,236:57,9,3,6,27
8476894,20182019,17,218:04,5,2,3,36
8476894,20182019,45,636:32,18,5,13,56
8477903,20152016,14,168:15,3,0,3,11
8477903,20162017,26,237:37,5,1,4,22
8477903,20172018,59,680:26,13,4,9,68
8477903,20182019,76,800:01,19,11,8,77
8477944,20162017,21,233:17,6,3,3,32
8477944,20172018,73,912:24,27,13,14,133
8477944,20182019,82,1151:18,47,24,23,161
8478399,20182019,26,367:59,4,0,4,12
8479482,20162017,50,748:18,8,2,6,67
8479482,20172018,31,475:03,7,1,6,50
8479482,20172018,22,368:20,3,2,1,32
8479482,20182019,71,1362:16,25,6,19,111
8470281,20052006,81,1897:46,21,9,12,134
8470281,20062007,82,1934:48,31,2,29,122
8470281,20072008,82,2096:02,32,12,20,148
8470281,20082009,77,1968:49,44,8,36,173
8470281,20092010,82,2180:34,69,14,55,213
8470281,20102011,82,2204:33,45,7,38,173
8470281,20112012,74,1990:12,40,4,36,162
8470281,20122013,47,1133:06,27,3,24,91
8470281,20132014,79,1947:20,61,6,55,198
8470281,20142015,80,2045:00,45,10,35,171
8470281,20152016,67,1690:46,43,9,34,130
8470281,20162017,80,2049:20,53,6,47,183
8470281,20172018,82,1953:49,32,2,30,187
8470281,20182019,82,1887:26,40,6,34,141
8470607,20052006,69,1381:59,32,5,27,114
8470607,20062007,81,1682:35,24,4,20,144
8470607,20072008,82,1762:52,32,9,23,152
8470607,20082009,82,1912:22,26,8,18,132
8470607,20092010,78,1811:09,30,4,26,129
8470607,20102011,82,1999:46,48,9,39,135
8470607,20112012,78,1928:31,34,9,25,156
8470607,20122013,47,1033:57,20,8,12,65
8470607,20132014,82,1825:40,41,7,34,149
8470607,20142015,82,1818:42,31,8,23,181
8470607,20152016,81,1848:38,49,14,35,167
8470607,20162017,79,1729:27,39,3,36,131
8470607,20172018,81,1635:59,26,7,19,136
8470607,20182019,78,1489:33,28,5,23,165
8473573,20082009,1,09:27,0,0,0,1
8473573,20092010,82,1057:58,28,12,16,124
8473573,20102011,82,1329:02,44,18,26,190
8473573,20112012,79,1216:43,36,16,20,132
8473573,20122013,35,574:18,18,11,7,68
8473573,20132014,81,1344:18,39,22,17,162
8473573,20142015,52,851:48,27,7,20,88
8473573,20152016,77,1392:51,42,20,22,121
8473573,20162017,64,1142:09,45,22,23,105
8473573,20172018,72,1208:47,31,20,11,130
8473573,20182019,78,1274:44,37,15,22,142
8473604,20072008,64,1194:50,54,24,30,144
8473604,20082009,82,1527:19,69,34,35,195
8473604,20092010,76,1520:15,68,25,43,202
8473604,20102011,80,1661:08,76,32,44,233
8473604,20112012,59,1229:46,57,29,28,185
8473604,20122013,47,909:05,48,23,25,143
8473604,20132014,76,1555:28,68,28,40,193
8473604,20142015,81,1584:36,66,28,38,192
8473604,20152016,80,1539:50,58,28,30,179
8473604,20162017,72,1451:06,58,21,37,199
8473604,20172018,74,1457:06,52,20,32,211
8473604,20182019,82,1722:34,81,35,46,235
8474141,20072008,82,1505:59,72,21,51,191
8474141,20082009,80,1492:40,70,25,45,254
8474141,20092010,82,1574:06,88,30,58,261
8474141,20102011,73,1407:47,73,27,46,216
8474141,20112012,82,1656:12,66,23,43,253
8474141,20122013,47,942:38,55,23,32,138
8474141,20132014,69,1353:06,69,29,40,227
8474141,20142015,61,1210:54,64,27,37,186
8474141,20152016,82,1673:39,106,46,60,287
8474141,20162017,82,1754:23,89,34,55,292
8474141,20172018,82,1655:18,76,27,49,285
8474141,20182019,81,1821:37,110,44,66,341
8475177,20112012,1,13:01,0,0,0,2
8475177,20132014,51,1072:14,16,3,13,71
8475177,20142015,65,1235:40,12,1,11,92
8475177,20152016,72,1485:34,16,2,14,102
8475177,20162017,82,1627:33,25,5,20,116
8475177,20172018,33,618:44,12,1,11,44
8475177,20182019,74,1369:50,14,1,13,102
8476381,20112012,37,562:41,23,12,11,74
8476381,20122013,48,722:28,15,9,6,64
8476381,20132014,80,1255:14,39,20,19,149
8476381,20142015,79,1180:52,26,15,11,146
8476381,20152016,78,1142:47,34,14,20,153
8476381,20162017,68,1033:43,29,12,17,127
8476381,20172018,51,806:17,20,10,10,94
8476381,20182019,63,1002:39,47,19,28,135
8476438,20112012,2,28:02,0,0,0,3
8476438,20122013,46,757:13,27,10,17,98
8476438,20132014,78,1270:39,47,19,28,159
8476438,20142015,82,1414:46,52,23,29,203
8476438,20152016,78,1343:02,53,31,22,233
8476438,20162017,82,1396:26,53,24,29,210
8476438,20172018,82,1435:20,35,18,17,237
8476438,20182019,80,1415:05,47,23,24,195
8476473,20132014,30,539:25,8,1,7,30
8476473,20142015,73,1226:27,7,4,3,72
8476473,20152016,78,1599:45,17,6,11,101
8476473,20162017,77,1476:44,17,2,15,81
8476473,20172018,76,1244:23,14,2,12,109
8476473,20182019,52,1013:25,13,5,8,84
8476874,20132014,78,1442:54,29,9,20,119
8476874,20142015,20,414:10,9,1,8,27
8476874,20152016,67,1337:20,19,6,13,95
8476874,20162017,55,993:31,7,1,6,66
8476874,20172018,82,1537:59,29,7,22,164
8476874,20182019,60,1115:24,14,1,13,74
8476886,20142015,3,49:45,0,0,0,6
8476886,20152016,9,92:49,1,0,1,11
8476886,20162017,29,376:32,4,0,4,27
8476886,20172018,35,393:14,8,4,4,43
8476886,20182019,9,129:00,1,1,0,15
8476886,20182019,22,361:47,5,1,4,21
8476979,20152016,41,633:26,14,0,14,58
8476979,20172018,35,649:26,16,5,11,71
8476979,20182019,79,1784:11,60,17,43,160
8477472,20172018,11,192:39,3,0,3,12
8477472,20182019,38,706:58,6,0,6,42
8477846,20152016,1,07:27,0,0,0,0
8477846,20162017,11,114:13,4,2,2,20
8477846,20172018,16,182:17,1,0,1,20
8477846,20172018,36,472:53,14,9,5,65
8477846,20182019,68,857:52,18,5,13,102
8477943,20162017,57,845:47,21,14,7,92
8477943,20172018,74,1073:52,30,17,13,129
8477943,20182019,22,301:12,6,2,4,40
8477943,20182019,46,487:43,15,12,3,77
8478440,20162017,7,95:47,1,0,1,6
8478440,20172018,21,271:53,9,4,5,30
8478440,20182019,20,270:38,6,3,3,40
8478440,20182019,58,989:24,51,17,34,105
8479337,20172018,82,1213:46,52,28,24,181
8479337,20182019,82,1451:24,76,41,35,220
8479465,20162017,60,794:07,18,7,11,93
8479465,20172018,67,907:52,20,13,7,104
8479465,20182019,29,407:26,11,7,4,49
8479465,20182019,26,386:08,12,5,7,47
8480144,20172018,46,588:47,11,4,7,46
8480144,20182019,63,876:59,19,4,15,72
8471242,20052006,22,327:39,3,1,2,13
8471242,20062007,70,1084:09,12,2,10,68
8471242,20072008,82,1938:21,56,18,38,234
8471242,20082009,68,1751:57,73,31,42,243
8471242,20092010,75,1911:12,76,19,57,205
8471242,20102011,49,1234:27,24,8,16,115
8471242,20112012,32,673:23,7,3,4,64
8471242,20122013,35,869:53,26,12,14,96
8471242,20132014,70,1591:05,38,9,29,172
8471242,20142015,72,1375:44,45,10,35,159
8471242,20152016,74,1462:52,35,7,28,124
8471242,20162017,72,1696:03,36,14,22,125
8471242,20172018,66,1457:25,33,8,25,132
8471242,20182019,43,932:08,26,5,21,92
8475795,20132014,2,14:03,0,0,0,0
8475795,20142015,1,08:02,0,0,0,0
